customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100400,Female,1,Yes,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.64,3909.64,0
C100401,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,70.39,3865.17,1
C100402,Male,0,No,No,22,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.64,1418.02,0
C100403,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.21,5833.41,0
C100404,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.04,4946.88,0
C100405,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Credit card,92.47,6116.8,0
C100406,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,No,One year,No,Electronic check,74.76,4042.42,0
C100407,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,No,Electronic check,89.66,,0
C100408,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.01,1748.35,0
C100409,Male,0,No,No,67,Yes,Yes,DSL,No,Yes,Yes,No,No,One year,Yes,Electronic check,62.41,4191.54,0
C100410,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,22.04,1335.8,0
C100411,Male,1,No,No,30,Yes,No,DSL,No,Yes,No,No,No,Two year,Yes,Electronic check,50.33,1554.58,0
C100412,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,Yes,Credit card,78.64,440.5,1
C100413,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,51.5,25.22,1
C100414,Male,1,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,Two year,Yes,Credit card,54.43,952.67,0
C100415,Female,1,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,No,Mailed check,80.4,304.54,0
C100416,Female,1,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,One year,Yes,Electronic check,85.18,1322.26,0
C100417,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Mailed check,87.66,,1
C100418,Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Electronic check,86.86,6186.61,0
C100419,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Credit card,60.71,364.8,1
C100420,Female,1,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,One year,Yes,Bank transfer,87.18,3918.95,0
C100421,Female,1,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,One year,No,Mailed check,58.33,1453.94,0
C100422,Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,One year,Yes,Electronic check,83.81,1013.55,0
C100423,Female,1,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,One year,Yes,Credit card,67.04,3447.01,0
C100424,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,88.22,6179.29,0
C100425,Male,1,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.28,4101.96,0
C100426,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.61,6520.6,0
C100427,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,One year,Yes,Electronic check,85.44,3692.41,0
C100428,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer,77.24,3797.64,0
C100429,Female,1,Yes,No,10,No,No phone service,DSL,No,No,No,No,Yes,Two year,Yes,Mailed check,58.79,602.77,0
C100430,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,17.92,1105.55,0
C100431,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,One year,Yes,Mailed check,55.95,3002.69,0
C100432,Female,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.74,1057.92,1
C100433,Male,1,Yes,No,25,Yes,Yes,DSL,No,Yes,No,Yes,No,One year,No,Mailed check,63.34,1550.75,0
C100434,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,Two year,No,Bank transfer,59.86,2638.43,0
C100435,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,91.79,0.0,1
C100436,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,No,No,Two year,Yes,Credit card,63.93,3763.2,0
C100437,Female,1,No,No,20,Yes,No,DSL,No,Yes,Yes,No,No,Two year,Yes,Electronic check,57.86,1098.1,1
C100438,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,91.69,433.51,1
C100439,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,Yes,Credit card,85.86,2082.96,0
C100440,Female,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,84.62,5148.62,0
C100441,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.66,1960.36,0
C100442,Male,1,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,63.72,2457.42,0
C100443,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.64,5081.61,1
C100444,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.31,95.75,0
C100445,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,One year,Yes,Bank transfer,59.05,3253.35,0
C100446,Male,1,No,Yes,21,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,57.13,,0
C100447,Female,1,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.34,4097.18,1
C100448,Female,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.23,841.85,0
C100449,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,88.77,875.8,0
C100450,Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,74.74,4253.54,0
C100451,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,75.7,4400.66,0
C100452,Male,0,No,No,71,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,96.9,6877.94,0
C100453,Male,0,No,No,49,Yes,No,DSL,No,Yes,No,No,No,Two year,Yes,Bank transfer,59.15,2890.64,0
C100454,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,No,Credit card,80.14,2754.06,0
C100455,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,80.32,1122.2,1
C100456,Male,1,Yes,No,21,No,No phone service,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Electronic check,87.15,1876.19,0
C100457,Female,0,Yes,Yes,47,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.31,,0
C100458,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Bank transfer,98.67,2502.36,0
C100459,Male,1,Yes,No,35,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,49.95,1755.34,1
C100460,Female,1,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,73.63,902.79,1
C100461,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.33,2268.17,0
C100462,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,One year,No,Credit card,78.82,1322.88,0
C100463,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,416.03,0
C100464,Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,94.77,872.66,0
C100465,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,74.08,2741.86,0
C100466,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Electronic check,79.41,2039.03,1
C100467,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,68.87,454.92,1
C100468,Male,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.21,3457.3,1
C100469,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,86.08,911.48,1
C100470,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,One year,Yes,Bank transfer,50.7,52.89,0
C100471,Female,1,Yes,No,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.19,618.17,1
C100472,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,No,Electronic check,84.43,2701.53,1
C100473,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.37,1360.37,0
C100474,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.24,357.24,1
C100475,Female,0,No,Yes,20,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,74.32,1483.17,1
C100476,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.13,1574.09,1
C100477,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,65.72,1613.76,0
C100478,Female,0,No,No,52,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Credit card,57.01,2956.85,0
C100479,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Two year,No,Credit card,87.2,2039.61,0
C100480,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.45,4254.42,1
C100481,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.87,6372.58,0
C100482,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,93.18,6431.92,0
C100483,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,No,Bank transfer,64.16,2637.22,0
C100484,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,79.89,4169.65,0
C100485,Male,1,Yes,No,67,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.66,4516.98,0
C100486,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.44,3519.7,0
C100487,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card,60.86,1250.61,0
C100488,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.3,171.24,1
C100489,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,One year,Yes,Electronic check,81.33,654.22,0
C100490,Female,0,Yes,No,64,No,No phone service,DSL,Yes,No,No,No,No,Two year,Yes,Bank transfer,57.17,3646.59,0
C100491,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.73,3428.87,0
C100492,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.43,395.53,0
C100493,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.91,626.26,1
C100494,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.38,1580.58,1
C100495,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,No,Two year,Yes,Electronic check,61.87,3566.44,0
C100496,Male,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.34,3937.29,1
C100497,Male,1,No,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.33,5182.04,0
C100498,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,No,Electronic check,81.02,1796.64,1
C100499,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,72.01,2424.71,0
C100500,Male,1,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.73,650.5,1
C100501,Female,0,No,No,70,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,64.79,4522.83,0
C100502,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,85.56,3192.26,1
C100503,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,68.99,2766.41,0
C100504,Male,1,No,Yes,30,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.07,1617.89,1
C100505,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,88.91,1699.32,0
C100506,Female,1,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card,84.84,5811.87,0
C100507,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Two year,Yes,Credit card,80.87,2829.58,0
C100508,Male,1,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Credit card,93.88,4640.11,0
C100509,Male,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.93,164.51,1
C100510,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,Yes,Credit card,81.88,1638.92,0
C100511,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,74.41,4326.47,1
C100512,Female,1,No,Yes,6,No,No phone service,DSL,Yes,No,No,Yes,No,Two year,No,Bank transfer,62.2,391.11,0
C100513,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,99.83,658.85,1
C100514,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,66.58,3894.67,1
C100515,Male,1,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.69,1493.37,0
C100516,Female,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No,Two year,No,Electronic check,51.34,961.1,0
C100517,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Two year,Yes,Electronic check,86.62,3577.79,0
C100518,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.8,1320.84,0
C100519,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,23.26,31.08,0
C100520,Male,1,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.06,0.0,0
C100521,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.22,336.13,1
C100522,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer,52.67,574.7,1
C100523,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.62,3727.1,0
C100524,Male,1,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,102.81,2150.47,0
C100525,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,No,One year,Yes,Electronic check,81.11,427.15,1
C100526,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Two year,Yes,Mailed check,65.91,89.88,0
C100527,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,67.26,2283.53,0
C100528,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.52,1208.81,0
C100529,Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,58.13,1407.45,0
C100530,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.28,300.21,0
C100531,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,91.12,1464.07,0
C100532,Male,1,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,One year,Yes,Electronic check,59.1,2147.33,0
C100533,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.9,859.46,1
C100534,Female,1,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,16.87,1237.84,0
C100535,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Two year,No,Bank transfer,86.27,4725.93,1
C100536,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.92,488.05,0
C100537,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.3,4471.65,1
C100538,Female,1,No,Yes,23,Yes,No,DSL,No,Yes,No,No,No,One year,Yes,Bank transfer,50.21,1136.26,0
C100539,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,One year,No,Electronic check,78.43,814.6,1
C100540,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.63,6361.42,0
C100541,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,71.35,5011.13,0
C100542,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,Yes,Bank transfer,85.5,1885.64,1
C100543,Male,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,19.64,842.49,0
C100544,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,84.49,1041.2,1
C100545,Male,1,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,No,One year,No,Electronic check,59.68,2740.62,0
C100546,Male,1,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,One year,No,Credit card,60.41,2984.72,0
C100547,Female,1,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Credit card,55.98,2839.06,0
C100548,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.41,2651.99,1
C100549,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.33,4563.5,0
C100550,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.77,3999.46,0
C100551,Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,96.11,5656.18,1
C100552,Female,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,75.59,971.07,1
C100553,Male,1,Yes,No,35,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,67.07,2340.15,0
C100554,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,Yes,Two year,Yes,Electronic check,62.83,1857.26,0
C100555,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,One year,Yes,Electronic check,61.39,2320.09,0
C100556,Female,1,No,Yes,10,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.49,620.36,0
C100557,Female,1,No,Yes,23,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,90.94,2106.95,0
C100558,Female,1,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.51,5364.45,0
C100559,Female,1,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.22,600.64,1
C100560,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.86,,1
C100561,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,No,Electronic check,90.67,4354.89,0
C100562,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,Yes,Bank transfer,68.1,2299.15,0
C100563,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.47,174.0,0
C100564,Female,1,No,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.8,110.8,1
C100565,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,89.48,1776.88,0
C100566,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Credit card,79.68,534.5,0
C100567,Male,1,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,Two year,No,Bank transfer,61.69,373.41,0
C100568,Female,1,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.1,796.66,0
C100569,Female,1,No,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,No,Bank transfer,70.38,883.15,0
C100570,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,22.1,1348.83,0
C100571,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,72.86,3347.35,0
C100572,Male,1,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.52,117.88,0
C100573,Male,1,No,No,45,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.2,2528.77,0
C100574,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,One year,Yes,Mailed check,82.38,712.35,0
C100575,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,No,Electronic check,90.09,2677.46,0
C100576,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.67,191.93,0
C100577,Female,1,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,No,Two year,No,Electronic check,69.5,437.55,1
C100578,Female,0,No,Yes,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.49,608.17,0
C100579,Male,1,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.73,2509.45,0
C100580,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,Two year,Yes,Mailed check,55.18,1844.74,0
C100581,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,Two year,Yes,Electronic check,54.69,1364.12,0
C100582,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.41,4484.56,1
C100583,Male,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No,No,One year,No,Electronic check,62.86,3254.44,0
C100584,Male,1,No,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,69.43,3677.34,0
C100585,Female,0,No,No,42,No,No phone service,Fiber optic,No,No,Yes,No,No,One year,No,Electronic check,83.99,3495.35,1
C100586,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,One year,Yes,Electronic check,77.65,2981.34,0
C100587,Male,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.33,2060.23,0
C100588,Female,1,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,62.47,1042.31,0
C100589,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,No,Electronic check,88.22,3078.67,0
C100590,Female,1,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.56,0.0,1
C100591,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.5,4906.67,0
C100592,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,100.64,2713.87,1
C100593,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,89.7,4918.71,0
C100594,Male,1,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.44,1210.77,0
C100595,Female,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.15,1958.55,0
C100596,Female,1,Yes,Yes,62,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,68.96,4281.86,0
C100597,Female,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.63,2610.03,1
C100598,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Two year,No,Credit card,95.48,890.91,0
C100599,Female,1,Yes,No,1,No,No phone service,DSL,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,66.45,45.1,0
C100600,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.03,773.18,0
C100601,Female,1,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.84,4908.11,0
C100602,Female,1,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,82.55,2831.95,0
